Kabupaten/ Kota,provinsi (plot_tk_kab),Tanggal,Jumlah Penduduk,Target orang diperiksa/ minggu (7 hari terakhir) (Inmendagri),Orang diperiksa/ minggu (7 hari terakhir),Spesimen diperiksa/minggu (7 hari terakhir),Orang diperiksa per 1000 penduduk/ minggu (7 hari terakhir),Positivity Rate (%) (7 hari terakhir),% Capaian (orang diperiksa/minggu dibagi target orang/minggu) (7 hari terakhir),% Pemeriksaan suspek dan kontak erat dibagi orang diperiksa/minggu (7 hari terakhir)
ACEH BARAT,ACEH,03/11/2022,215294,2156,14,9,0.065027357938447,28.5714285714286,0.6493506493506493,23.076923076923077
ACEH BARAT DAYA,ACEH,03/11/2022,155966,777,9,0,0.0577048843978816,44.4444444444444,1.1583011583011582,23.52941176470588
ACEH BESAR,ACEH,03/11/2022,436212,4361,77,9,0.176519673920021,16.8831168831169,1.7656500802568218,18.681318681318682
ACEH JAYA,ACEH,03/11/2022,97338,1463,6,15,0.0616408802317697,50.0,0.4101161995898838,15.0
ACEH SELATAN,ACEH,03/11/2022,248511,3731,15,0,0.0603595011890822,40.0,0.40203698740284105,34.48275862068966
ACEH SINGKIL,ACEH,03/11/2022,127289,637,12,16,0.0942736607248073,8.33333333333333,1.8838304552590266,5.555555555555555
ACEH TAMIANG,ACEH,03/11/2022,304273,1519,19,30,0.0624439237132444,10.5263157894737,1.2508229098090848,39.743589743589745
ACEH TENGAH,ACEH,03/11/2022,218036,1092,18,7,0.0825551743748739,22.2222222222222,1.6483516483516485,20.51282051282051
ACEH TENGGARA,ACEH,03/11/2022,222284,1113,23,4,0.103471234996671,0.0,2.0664869721473496,3.508771929824561
ACEH TIMUR,ACEH,03/11/2022,448347,2240,17,13,0.0379170597773599,23.5294117647059,0.7589285714285714,11.76470588235294
ACEH UTARA,ACEH,03/11/2022,636641,3185,37,39,0.058117526203936,16.2162162162162,1.1616954474097332,13.157894736842104
